AQSID,Latitude,Longitude,ValidTime,PM25
060371302,33.9014,-118.205,4,18.8
060590007,33.830586,-117.938509,4,14.2
840060374009,33.793713,-118.171019,4,21.7
840060374010,34.181977,-118.363036,4,20.0
060371103,34.066429,-118.226755,4,15.9
060370016,34.1439,-117.8508,4,11.4
060371103,34.066429,-118.226755,5,20.5
060371302,33.9014,-118.205,5,16.3
840060374010,34.181977,-118.363036,5,16.8
840060374009,33.793713,-118.171019,5,16.6
060370016,34.1439,-117.8508,5,10.6
060590007,33.830586,-117.938509,5,14.7
060371302,33.9014,-118.205,6,15.8
060371103,34.066429,-118.226755,6,19.1
060370016,34.1439,-117.8508,6,15.6
060590007,33.830586,-117.938509,6,24.9
840060374009,33.793713,-118.171019,6,15.4
840060374010,34.181977,-118.363036,6,18.8
060370016,34.1439,-117.8508,7,4.7
840060374009,33.793713,-118.171019,7,15.7
060590007,33.830586,-117.938509,7,23.0
060371103,34.066429,-118.226755,7,16.1
060371302,33.9014,-118.205,7,24.7
840060374010,34.181977,-118.363036,7,20.4
060590007,33.830586,-117.938509,8,17.4
060370016,34.1439,-117.8508,8,4.8
060371302,33.9014,-118.205,8,17.3
060371103,34.066429,-118.226755,8,15.6
840060374009,33.793713,-118.171019,8,14.2
840060374010,34.181977,-118.363036,8,19.5
060370016,34.1439,-117.8508,9,4.7
060371103,34.066429,-118.226755,9,13.9
060590007,33.830586,-117.938509,9,21.8
840060374010,34.181977,-118.363036,9,22.6
060371302,33.9014,-118.205,9,15.8
840060374009,33.793713,-118.171019,9,14.9
060370016,34.1439,-117.8508,10,3.3
060371103,34.066429,-118.226755,10,19.3
840060374009,33.793713,-118.171019,10,10.3
060590007,33.830586,-117.938509,10,16.7
060371302,33.9014,-118.205,10,15.4
840060374010,34.181977,-118.363036,10,17.8
060371302,33.9014,-118.205,11,11.5
060590007,33.830586,-117.938509,11,20.3
060371103,34.066429,-118.226755,11,15.1
840060374009,33.793713,-118.171019,11,11.7
060370016,34.1439,-117.8508,11,3.7
840060374010,34.181977,-118.363036,11,14.3
060590007,33.830586,-117.938509,12,10.1
060371103,34.066429,-118.226755,12,19.6
840060374009,33.793713,-118.171019,12,9.0
840060374010,34.181977,-118.363036,12,14.0
060370016,34.1439,-117.8508,12,4.0
060371302,33.9014,-118.205,12,14.6
840060374009,33.793713,-118.171019,13,8.8
840060374010,34.181977,-118.363036,13,11.6
060590007,33.830586,-117.938509,13,16.4
060370016,34.1439,-117.8508,13,1.8
060371302,33.9014,-118.205,13,12.0
060371103,34.066429,-118.226755,13,17.4
060370016,34.1439,-117.8508,14,5.1
840060374010,34.181977,-118.363036,14,16.3
060371103,34.066429,-118.226755,14,16.1
840060374009,33.793713,-118.171019,14,15.7
060590007,33.830586,-117.938509,14,24.5
060371302,33.9014,-118.205,14,22.7
840060374010,34.181977,-118.363036,15,16.0
060370016,34.1439,-117.8508,15,8.6
060371103,34.066429,-118.226755,15,17.1
060371302,33.9014,-118.205,15,23.0
840060374009,33.793713,-118.171019,15,27.8
840060374009,33.793713,-118.171019,16,24.2
060371302,33.9014,-118.205,16,26.2
840060374010,34.181977,-118.363036,16,13.5
060371103,34.066429,-118.226755,16,14.1
060370016,34.1439,-117.8508,16,7.1
060371302,33.9014,-118.205,17,25.7
060370016,34.1439,-117.8508,17,15.6
840060374009,33.793713,-118.171019,17,23.5
840060374010,34.181977,-118.363036,17,12.8
060590007,33.830586,-117.938509,17,24.7
060371103,34.066429,-118.226755,17,12.2
840060374010,34.181977,-118.363036,18,13.1
840060374009,33.793713,-118.171019,18,26.2
060371302,33.9014,-118.205,18,24.0
060371103,34.066429,-118.226755,18,25.4
060370016,34.1439,-117.8508,18,15.6
060590007,33.830586,-117.938509,18,26.2
060590007,33.830586,-117.938509,19,20.8
840060374010,34.181977,-118.363036,19,18.8
840060374009,33.793713,-118.171019,19,28.8
060371103,34.066429,-118.226755,19,20.2
060371302,33.9014,-118.205,19,21.5
060370016,34.1439,-117.8508,19,13.3
060370016,34.1439,-117.8508,20,13.1
060371201,34.1992,-118.5331,20,8.0
840060374010,34.181977,-118.363036,20,18.0
840060374009,33.793713,-118.171019,20,16.4
060371103,34.066429,-118.226755,20,21.7
060590007,33.830586,-117.938509,20,20.3
060371302,33.9014,-118.205,20,24.0
060371103,34.066429,-118.226755,21,19.3
840060374010,34.181977,-118.363036,21,11.5
060370016,34.1439,-117.8508,21,12.8
840060374009,33.793713,-118.171019,21,14.9
060590007,33.830586,-117.938509,21,20.0
060371201,34.1992,-118.5331,21,6.8
060371302,33.9014,-118.205,21,20.3
060371302,33.9014,-118.205,22,19.8
060590007,33.830586,-117.938509,22,17.4
840060374010,34.181977,-118.363036,22,11.8
060371201,34.1992,-118.5331,22,7.3
060371103,34.066429,-118.226755,22,16.6
060370016,34.1439,-117.8508,22,23.3
840060374009,33.793713,-118.171019,22,20.7
060370016,34.1439,-117.8508,23,22.4
060371103,34.066429,-118.226755,23,12.9
060590007,33.830586,-117.938509,23,17.1
840060374010,34.181977,-118.363036,23,11.6
060371302,33.9014,-118.205,23,18.5
060371201,34.1992,-118.5331,23,5.5
840060374009,33.793713,-118.171019,23,20.2
060370016,34.1439,-117.8508,24,19.7
060371201,34.1992,-118.5331,24,6.1
840060374010,34.181977,-118.363036,24,13.1
060371103,34.066429,-118.226755,24,19.6
840060374009,33.793713,-118.171019,24,20.7
060590007,33.830586,-117.938509,24,17.1
060371302,33.9014,-118.205,24,18.6
060371201,34.1992,-118.5331,25,7.8
840060374010,34.181977,-118.363036,25,16.8
840060374009,33.793713,-118.171019,25,22.2
060371103,34.066429,-118.226755,25,12.7
060371302,33.9014,-118.205,25,20.8
060590007,33.830586,-117.938509,25,18.8
060370016,34.1439,-117.8508,25,15.3
060590007,33.830586,-117.938509,26,19.8
060371201,34.1992,-118.5331,26,8.9
840060374010,34.181977,-118.363036,26,16.0
060370016,34.1439,-117.8508,26,15.6
060371103,34.066429,-118.226755,26,11.2
840060374009,33.793713,-118.171019,26,20.7
060371302,33.9014,-118.205,26,21.0
840060374009,33.793713,-118.171019,27,19.0
060590007,33.830586,-117.938509,27,29.1
060371302,33.9014,-118.205,27,17.8
840060374010,34.181977,-118.363036,27,18.0
060371103,34.066429,-118.226755,27,20.0
060370016,34.1439,-117.8508,27,19.2
060371201,34.1992,-118.5331,27,8.9
060590007,33.830586,-117.938509,28,28.9
060371201,34.1992,-118.5331,28,17.0
