AQSID,Latitude,Longitude,ValidTime,PM25
840060374010,34.181977,-118.363036,4,8.1
060371103,34.066429,-118.226755,4,4.8
060590007,33.830586,-117.938509,4,11.8
840060374009,33.793713,-118.171019,4,8.1
060370016,34.1439,-117.8508,4,13.0
060371302,33.9014,-118.205,4,7.3
060590007,33.830586,-117.938509,5,11.5
840060374010,34.181977,-118.363036,5,7.2
060371103,34.066429,-118.226755,5,5.0
060370016,34.1439,-117.8508,5,10.3
060371302,33.9014,-118.205,5,6.4
840060374009,33.793713,-118.171019,5,10.0
060371103,34.066429,-118.226755,6,4.8
840060374009,33.793713,-118.171019,6,8.3
060371302,33.9014,-118.205,6,11.0
840060374010,34.181977,-118.363036,6,5.5
060370016,34.1439,-117.8508,6,9.4
060590007,33.830586,-117.938509,6,7.1
840060374010,34.181977,-118.363036,7,7.7
060371103,34.066429,-118.226755,7,4.5
060370016,34.1439,-117.8508,7,7.9
840060374009,33.793713,-118.171019,7,9.3
060371302,33.9014,-118.205,7,7.8
060590007,33.830586,-117.938509,7,7.4
060370016,34.1439,-117.8508,8,9.1
060371103,34.066429,-118.226755,8,4.6
060590007,33.830586,-117.938509,8,9.3
840060374010,34.181977,-118.363036,8,8.1
840060374009,33.793713,-118.171019,8,5.3
060371302,33.9014,-118.205,8,16.8
060590007,33.830586,-117.938509,9,7.6
060370016,34.1439,-117.8508,9,9.4
060371103,34.066429,-118.226755,9,6.9
840060374010,34.181977,-118.363036,9,7.2
060590007,33.830586,-117.938509,10,7.1
060371103,34.066429,-118.226755,10,8.6
840060374009,33.793713,-118.171019,10,4.2
840060374010,34.181977,-118.363036,10,9.6
060370016,34.1439,-117.8508,10,6.6
060371302,33.9014,-118.205,10,2.2
840060374010,34.181977,-118.363036,11,10.8
060370016,34.1439,-117.8508,11,6.6
060371103,34.066429,-118.226755,11,7.7
060371302,33.9014,-118.205,11,6.6
060590007,33.830586,-117.938509,11,7.3
840060374009,33.793713,-118.171019,11,5.6
060370016,34.1439,-117.8508,12,9.1
060371103,34.066429,-118.226755,12,6.7
840060374009,33.793713,-118.171019,12,6.0
060590007,33.830586,-117.938509,12,5.9
840060374010,34.181977,-118.363036,12,8.2
060371302,33.9014,-118.205,12,7.6
840060374010,34.181977,-118.363036,13,8.2
060371302,33.9014,-118.205,13,8.3
840060374009,33.793713,-118.171019,13,6.8
060590007,33.830586,-117.938509,13,4.4
060370016,34.1439,-117.8508,13,12.0
060371103,34.066429,-118.226755,13,7.2
060590007,33.830586,-117.938509,14,8.3
060371302,33.9014,-118.205,14,16.6
060370016,34.1439,-117.8508,14,11.6
060371103,34.066429,-118.226755,14,10.7
840060374010,34.181977,-118.363036,14,10.1
840060374009,33.793713,-118.171019,14,12.5
060371103,34.066429,-118.226755,15,10.5
060370016,34.1439,-117.8508,15,14.8
060371302,33.9014,-118.205,15,15.8
060590007,33.830586,-117.938509,15,12.7
840060374009,33.793713,-118.171019,15,16.9
840060374010,34.181977,-118.363036,15,17.3
