AQSID,Latitude,Longitude,ValidTime,PM25
840060374009,33.793713,-118.171019,4,4.6
060371103,34.066429,-118.226755,4,4.8
060371302,33.9014,-118.205,4,7.1
060590007,33.830586,-117.938509,4,9.6
060370016,34.1439,-117.8508,4,4.0
840060374010,34.181977,-118.363036,4,11.0
840060374010,34.181977,-118.363036,5,10.0
060370016,34.1439,-117.8508,5,1.3
060371302,33.9014,-118.205,5,6.6
840060374009,33.793713,-118.171019,5,5.8
060590007,33.830586,-117.938509,5,10.1
060371103,34.066429,-118.226755,5,6.7
060371302,33.9014,-118.205,6,5.1
840060374009,33.793713,-118.171019,6,7.3
060371103,34.066429,-118.226755,6,7.2
840060374010,34.181977,-118.363036,6,9.1
060590007,33.830586,-117.938509,6,9.9
060370016,34.1439,-117.8508,6,2.3
060370016,34.1439,-117.8508,7,6.9
060590007,33.830586,-117.938509,7,8.8
840060374009,33.793713,-118.171019,7,4.4
060371302,33.9014,-118.205,7,6.1
060371103,34.066429,-118.226755,7,6.2
840060374010,34.181977,-118.363036,7,8.8
060370016,34.1439,-117.8508,8,9.8
840060374010,34.181977,-118.363036,8,8.6
060371302,33.9014,-118.205,8,9.0
060590007,33.830586,-117.938509,8,6.9
840060374009,33.793713,-118.171019,8,5.1
060371103,34.066429,-118.226755,8,12.2
060371302,33.9014,-118.205,9,10.3
060590007,33.830586,-117.938509,9,8.1
840060374010,34.181977,-118.363036,9,8.6
060370016,34.1439,-117.8508,9,10.6
840060374009,33.793713,-118.171019,9,12.2
060371103,34.066429,-118.226755,9,7.4
840060374009,33.793713,-118.171019,10,10.3
840060374010,34.181977,-118.363036,10,7.1
060590007,33.830586,-117.938509,10,6.6
060371103,34.066429,-118.226755,10,3.5
060371302,33.9014,-118.205,10,6.8
060370016,34.1439,-117.8508,10,6.4
060371103,34.066429,-118.226755,11,7.2
840060374010,34.181977,-118.363036,11,7.9
060371302,33.9014,-118.205,11,7.6
060590007,33.830586,-117.938509,11,7.9
060370016,34.1439,-117.8508,11,5.4
840060374009,33.793713,-118.171019,11,7.8
840060374009,33.793713,-118.171019,12,8.8
840060374010,34.181977,-118.363036,12,6.6
060590007,33.830586,-117.938509,12,7.3
060370016,34.1439,-117.8508,12,5.6
060371302,33.9014,-118.205,12,8.1
060371103,34.066429,-118.226755,12,8.1
840060374010,34.181977,-118.363036,13,6.6
840060374009,33.793713,-118.171019,13,5.6
060371302,33.9014,-118.205,13,9.0
060370016,34.1439,-117.8508,13,5.4
060371103,34.066429,-118.226755,13,6.4
060590007,33.830586,-117.938509,13,4.2
060371302,33.9014,-118.205,14,7.1
060370016,34.1439,-117.8508,14,8.9
840060374009,33.793713,-118.171019,14,13.4
060371103,34.066429,-118.226755,14,8.2
840060374010,34.181977,-118.363036,14,9.3
060590007,33.830586,-117.938509,14,4.9
840060374010,34.181977,-118.363036,15,15.5
060371103,34.066429,-118.226755,15,10.7
060370016,34.1439,-117.8508,15,9.8
840060374009,33.793713,-118.171019,15,9.5
060590007,33.830586,-117.938509,15,5.4
060371302,33.9014,-118.205,15,10.7
060590007,33.830586,-117.938509,16,4.9
840060374009,33.793713,-118.171019,16,12.2
060371103,34.066429,-118.226755,16,8.4
060371302,33.9014,-118.205,16,9.8
840060374010,34.181977,-118.363036,16,6.6
840060374010,34.181977,-118.363036,17,7.6
840060374009,33.793713,-118.171019,17,12.9
060371302,33.9014,-118.205,17,12.7
060590007,33.830586,-117.938509,17,8.3
060371103,34.066429,-118.226755,17,10.8
840060374009,33.793713,-118.171019,18,10.3
