AQSID,Latitude,Longitude,ValidTime,PM25
840060374009,33.793713,-118.171019,4,7.8
060371103,34.066429,-118.226755,4,11.0
060590007,33.830586,-117.938509,4,10.8
840060374010,34.181977,-118.363036,4,13.7
060370016,34.1439,-117.8508,4,9.6
060371302,33.9014,-118.205,4,11.9
060371302,33.9014,-118.205,5,9.7
060590007,33.830586,-117.938509,5,11.8
060371103,34.066429,-118.226755,5,10.3
840060374009,33.793713,-118.171019,5,7.3
060370016,34.1439,-117.8508,5,10.8
840060374010,34.181977,-118.363036,5,10.3
060370016,34.1439,-117.8508,6,10.6
060590007,33.830586,-117.938509,6,10.8
060371302,33.9014,-118.205,6,6.8
840060374009,33.793713,-118.171019,6,4.4
840060374010,34.181977,-118.363036,6,9.8
060371103,34.066429,-118.226755,6,15.9
060371302,33.9014,-118.205,7,7.8
840060374010,34.181977,-118.363036,7,11.0
060590007,33.830586,-117.938509,7,10.8
060370016,34.1439,-117.8508,7,7.9
840060374009,33.793713,-118.171019,7,5.6
060371103,34.066429,-118.226755,7,9.1
060371302,33.9014,-118.205,8,24.4
840060374010,34.181977,-118.363036,8,9.3
840060374009,33.793713,-118.171019,8,5.3
060370016,34.1439,-117.8508,8,6.7
060590007,33.830586,-117.938509,8,9.3
060371103,34.066429,-118.226755,8,17.1
840060374009,33.793713,-118.171019,9,8.3
060371302,33.9014,-118.205,9,9.3
840060374010,34.181977,-118.363036,9,9.1
060590007,33.830586,-117.938509,9,9.1
060371103,34.066429,-118.226755,9,14.4
060370016,34.1439,-117.8508,9,5.7
060370016,34.1439,-117.8508,10,5.9
060590007,33.830586,-117.938509,10,14.6
840060374009,33.793713,-118.171019,10,9.0
060371103,34.066429,-118.226755,10,17.1
060371302,33.9014,-118.205,10,10.7
840060374010,34.181977,-118.363036,10,11.7
840060374010,34.181977,-118.363036,11,10.8
060370016,34.1439,-117.8508,11,4.0
060371302,33.9014,-118.205,11,9.5
060590007,33.830586,-117.938509,11,12.0
840060374009,33.793713,-118.171019,11,9.0
060371103,34.066429,-118.226755,11,16.6
060371103,34.066429,-118.226755,12,6.0
060371302,33.9014,-118.205,12,9.8
060590007,33.830586,-117.938509,12,9.6
840060374009,33.793713,-118.171019,12,7.8
060370016,34.1439,-117.8508,12,2.5
840060374010,34.181977,-118.363036,12,5.9
840060374009,33.793713,-118.171019,13,1.5
840060374010,34.181977,-118.363036,13,7.9
060371103,34.066429,-118.226755,13,7.2
060370016,34.1439,-117.8508,13,6.6
060590007,33.830586,-117.938509,13,6.6
060371302,33.9014,-118.205,13,8.1
060371103,34.066429,-118.226755,14,6.2
060590007,33.830586,-117.938509,14,7.8
840060374009,33.793713,-118.171019,14,3.4
060370016,34.1439,-117.8508,14,5.1
840060374010,34.181977,-118.363036,14,10.8
060371302,33.9014,-118.205,14,9.5
840060374009,33.793713,-118.171019,15,6.8
060590007,33.830586,-117.938509,15,6.1
840060374010,34.181977,-118.363036,15,11.5
060370016,34.1439,-117.8508,15,2.0
060371103,34.066429,-118.226755,15,4.8
060371302,33.9014,-118.205,15,9.0
060590007,33.830586,-117.938509,16,2.0
060370016,34.1439,-117.8508,16,2.7
060371302,33.9014,-118.205,16,10.3
840060374010,34.181977,-118.363036,16,7.9
840060374009,33.793713,-118.171019,16,7.1
060371103,34.066429,-118.226755,16,2.3
840060374010,34.181977,-118.363036,17,5.7
060370016,34.1439,-117.8508,17,1.2
840060374009,33.793713,-118.171019,17,8.1
060371302,33.9014,-118.205,17,8.1
060371103,34.066429,-118.226755,17,1.1
060590007,33.830586,-117.938509,17,1.7
060370016,34.1439,-117.8508,18,2.7
060371103,34.066429,-118.226755,18,-0.3
060590007,33.830586,-117.938509,18,4.9
840060374009,33.793713,-118.171019,18,4.6
840060374010,34.181977,-118.363036,18,5.5
060371302,33.9014,-118.205,18,7.3
060371302,33.9014,-118.205,19,7.1
060590007,33.830586,-117.938509,19,5.7
840060374010,34.181977,-118.363036,19,3.5
840060374009,33.793713,-118.171019,19,3.4
060370016,34.1439,-117.8508,19,5.6
060371103,34.066429,-118.226755,19,-2.5
060590007,33.830586,-117.938509,20,4.2
060371302,33.9014,-118.205,20,5.4
840060374010,34.181977,-118.363036,20,1.3
060371103,34.066429,-118.226755,20,-2.3
060370016,34.1439,-117.8508,20,7.8
840060374009,33.793713,-118.171019,20,3.2
060590007,33.830586,-117.938509,21,7.1
060371302,33.9014,-118.205,21,5.6
060371103,34.066429,-118.226755,21,-1.3
060370016,34.1439,-117.8508,21,7.3
840060374010,34.181977,-118.363036,21,-1.0
840060374009,33.793713,-118.171019,21,1.7
840060374009,33.793713,-118.171019,22,4.1
060590007,33.830586,-117.938509,22,7.9
840060374010,34.181977,-118.363036,22,-3.0
060371103,34.066429,-118.226755,22,-1.3
060371302,33.9014,-118.205,22,10.7
060370016,34.1439,-117.8508,22,2.0
060370016,34.1439,-117.8508,23,3.2
840060374009,33.793713,-118.171019,23,4.4
060590007,33.830586,-117.938509,23,4.7
840060374010,34.181977,-118.363036,23,-2.8
060371302,33.9014,-118.205,23,5.9
060371103,34.066429,-118.226755,23,-2.9
060371103,34.066429,-118.226755,24,-3.2
840060374009,33.793713,-118.171019,24,2.9
060370016,34.1439,-117.8508,24,4.0
060371302,33.9014,-118.205,24,2.9
840060374010,34.181977,-118.363036,24,-1.0
060590007,33.830586,-117.938509,24,4.2
840060374010,34.181977,-118.363036,25,1.1
060370016,34.1439,-117.8508,25,-0.4
060590007,33.830586,-117.938509,25,3.0
060371302,33.9014,-118.205,25,4.9
060371103,34.066429,-118.226755,25,-1.3
840060374009,33.793713,-118.171019,25,2.7
840060374010,34.181977,-118.363036,26,3.3
060590007,33.830586,-117.938509,26,-1.7
060371103,34.066429,-118.226755,26,-0.8
840060374009,33.793713,-118.171019,26,2.5
060371302,33.9014,-118.205,26,2.9
060370016,34.1439,-117.8508,26,-3.8
060590007,33.830586,-117.938509,27,-4.2
840060374010,34.181977,-118.363036,27,3.1
060370016,34.1439,-117.8508,27,-2.3
060371302,33.9014,-118.205,27,2.5
060371103,34.066429,-118.226755,27,-1.0
840060374009,33.793713,-118.171019,27,3.4
840060374009,33.793713,-118.171019,28,2.7
840060374010,34.181977,-118.363036,28,2.3
060590007,33.830586,-117.938509,28,-1.0
