AQSID,Latitude,Longitude,ValidTime,PM25
000052301,46.035,-74.4819,4,5.0
370670022,36.110933,-80.224411,4,12.7
530251002,47.1303,-119.2726,4,18.5
340171003,40.725452,-74.052292,4,13.7
124000060434,43.546174,-79.658797,4,7.0
120310108,30.262808,-81.606834,4,7.9
250036001,42.702223,-73.110414,4,8.4
CC0041501,47.363195,-68.322302,4,0.5
295100093,38.65643,-90.18977,4,16.6
000063301,45.224278,-78.932944,4,5.0
121171002,28.7456,-81.31,4,7.4
000050604,48.2344,-78.9833,4,5.1
350130025,32.310332,-106.751211,4,1.5
080770017,39.063599,-108.561096,4,3.1
040278011,32.690277,-114.614441,4,29.0
060772010,37.8027,-121.2208,4,11.1
400019009,35.750599,-94.669701,4,9.7
160090010,47.3167,-116.570297,4,12.0
060190011,36.78538,-119.77321,4,15.7
120860034,25.686944,-80.686944,4,6.4
420950025,40.6281,-75.3411,4,11.7
000050504,48.4153,-71.0528,4,1.3
060192008,36.1994,-120.0991,4,8.0
270370480,44.706123,-93.285803,4,13.7
470450004,36.0528,-89.3819,4,20.0
370630099,35.889402,-78.8747,4,12.5
470090011,35.7683,-83.9422,4,8.6
530410004,46.664089,-122.967323,4,14.5
000100128,49.14139,-123.10833,4,22.1
000060904,42.974485,-81.200813,4,11.0
484530014,30.3542,-97.760002,4,20.0
120090007,28.0542,-80.6283,4,5.0
060431001,37.748707,-119.587094,4,35.0
410630001,45.426351,-117.296066,4,15.8
840490354002,40.662841,-111.901796,4,7.3
160190011,43.464696,-112.046503,4,3.6
060074001,39.32756,-121.66881,4,8.0
124000061703,43.952248,-78.91252,4,1.0
000104801,48.80255,-123.646402,4,32.0
271377001,47.5212,-92.5393,4,8.8
060710005,34.243132,-117.272275,4,12.9
840410170123,44.054661,-121.294068,4,8.8
551330027,43.0203,-88.215,4,5.4
061050002,40.734722,-122.941109,4,9.0
371210004,35.912487,-82.062082,4,13.0
000063001,43.314603,-79.80277,4,7.0
483611100,30.18,-93.8731,4,13.7
840230110016,44.3123,-69.7867,4,3.4
270177417,46.713694,-92.511722,4,7.5
060890007,40.4531,-122.2978,4,7.5
530330023,47.141102,-121.937897,4,14.7
490530007,37.179,-113.3052,4,4.2
124000060445,43.645451,-79.3891,4,5.0
040128000,34.243889,-113.558611,4,5.0
120310098,30.1358,-81.6339,4,7.8
840560290001,44.524642,-109.068507,4,7.4
840250170010,42.612113,-71.307519,4,4.8
530330031,47.600863,-122.148397,4,18.9
120170006,28.958372,-82.643094,4,12.7
010890014,34.6917,-86.591698,4,16.6
011011002,32.412811,-86.263394,4,9.8
171191007,38.7045,-90.1397,4,11.4
421174000,41.6447,-76.9392,4,4.5
490353006,40.733501,-111.871696,4,5.9
271390505,44.789398,-93.512497,4,14.3
420910013,40.1122,-75.3092,4,10.8
550030010,46.6144,-90.6986,4,3.2
530330030,47.597222,-122.319722,4,27.0
060990005,37.642165,-120.994212,4,7.0
840490352005,40.598056,-111.894167,4,7.3
840460130004,45.468596,-98.494061,4,6.1
840060199998,36.90575,-119.2954,4,7.0
330090010,43.629605,-72.309499,4,6.6
550350014,44.761398,-91.413002,4,11.7
060250005,32.67618,-115.48307,4,12.6
420030064,40.323898,-79.868301,4,4.9
380130004,48.641899,-102.402199,4,10.8
300830002,47.8679,-104.676864,4,8.2
360310003,44.39308,-73.8589,4,3.5
420770004,40.6119,-75.4325,4,11.3
481410044,31.7656,-106.455,4,4.1
840560210005,41.095,-105.1725,4,-1.0
000100132,49.323891,-123.083611,4,34.5
484391002,32.805818,-97.356567,4,25.0
171613002,41.5144,-90.5172,4,11.7
320030561,36.163962,-115.11393,4,3.9
060192009,36.6324,-120.3822,4,7.5
840311770002,41.550658,-96.146622,4,6.0
000052401,45.6222,-76.0178,4,5.5
000053301,46.6822,-71.9678,4,5.6
840340292002,39.994908,-74.170447,4,7.0
131390003,34.3003,-83.8139,4,18.1
