AQSID,Latitude,Longitude,ValidTime,PM25
410250003,43.58925,-119.048302,4,11.1
180570007,39.960884,-85.939546,4,7.6
060731014,32.579361,-116.929486,4,8.9
320030540,36.141875,-115.078742,4,12.7
130890003,33.698611,-84.272608,4,5.0
840410670006,45.52483,-123.10554,4,2.7
840310790005,40.918333,-98.378889,4,7.0
124000050902,48.43417,-71.185,4,2.1
100051002,38.6539,-75.6106,4,9.5
270750005,47.9464,-91.4953,4,17.3
000100111,49.28083,-122.84917,4,5.6
000104801,48.80255,-123.646402,4,3.0
840390170015,39.49072,-84.36374,4,9.2
000050122,45.44866,-73.468631,4,3.8
401050207,36.918242,-95.632127,4,17.2
131350002,33.9636,-84.0664,4,7.5
840410170123,44.054661,-121.294068,4,22.1
551250001,46.0481,-89.6536,4,20.0
400190297,34.256901,-97.474197,4,16.0
010731010,33.5453,-86.5492,4,10.0
000101202,49.24528,-122.70889,4,4.3
481351014,31.870253,-102.334756,4,10.0
271377550,46.8183,-92.0892,4,25.6
481671034,29.2631,-94.8564,4,3.0
060792004,35.02079,-120.56389,4,6.0
220150008,32.5364,-93.7492,4,10.6
840490352005,40.598056,-111.894167,4,7.0
840060199999,36.6972,-119.0189,4,6.0
560350101,42.8698,-109.8708,4,2.7
410050004,45.25928,-122.588151,4,3.3
482011035,29.7339,-95.2575,4,9.7
191530030,41.6031,-93.643303,4,9.0
84032005TRP1,38.966434,-119.931016,4,-3.7
840471130010,35.705338,-88.81959,4,11.1
060371201,34.1992,-118.5331,4,18.8
290950034,39.10465,-94.57055,4,3.2
260650018,42.76138,-84.562867,4,7.7
040190011,32.322573,-111.037709,4,4.0
261630001,42.2283,-83.2092,4,15.5
280330002,34.820633,-89.987782,4,10.0
160690012,46.408501,-116.991402,4,9.0
080690009,40.571259,-105.079765,4,5.8
160211008,48.894014,-116.359419,4,6.0
320030044,36.0075,-115.263056,4,14.3
010970003,30.7697,-88.0875,4,11.5
420630004,40.5633,-78.92,4,9.9
080310027,39.732144,-105.015313,4,15.8
060731022,32.789561,-116.944222,4,8.3
510360002,37.34438,-77.25925,4,5.3
280490021,32.346734,-90.225762,4,6.8
840410050011,45.291413,-122.332626,4,3.5
840061072003,36.30815,-119.3129,4,9.0
471450004,35.9386,-84.5439,4,9.2
240230002,39.705799,-79.011902,4,5.0
840391510017,40.786803,-81.394153,4,24.1
330150018,42.862531,-71.38014,4,4.2
040131003,33.4105,-111.8651,4,3.9
061130004,38.53455,-121.7734,4,14.3
482151046,26.288622,-98.152066,4,5.3
120030002,30.1972,-82.445,4,6.4
420070014,40.747799,-80.316704,4,13.4
160490002,45.931301,-116.115196,4,12.0
840530250003,47.385564,-119.489855,4,6.1
010550010,33.991341,-85.992653,4,4.0
060670006,38.613804,-121.368007,4,8.0
484MEX010001,32.523366,-116.952495,4,11.3
840410510035,45.51421,-122.653294,4,2.9
060010009,37.743061,-122.169907,4,12.0
011190003,32.36253,-88.27792,4,4.6
530330031,47.600863,-122.148397,4,3.2
840421150215,41.867336,-75.686602,4,7.2
061110009,34.40428,-118.80998,4,13.0
121152002,27.0892,-82.3625,4,4.8
410170120,44.063916,-121.312554,4,23.3
000100134,49.18639,-123.15222,4,4.9
000060512,43.257778,-79.861667,4,1.0
080450007,39.531799,-107.782303,4,6.0
171191007,38.7045,-90.1397,4,14.8
530470013,48.39999,-119.518959,4,9.0
080310026,39.7794,-105.00523,4,5.6
040134003,33.4033,-112.0731,4,1.4
171430037,40.6978,-89.5889,4,7.9
270317810,47.9721,-89.6908,4,8.0
090110124,41.3536,-72.0789,4,6.4
120952002,28.5997,-81.3628,4,4.1
060710306,34.510955,-117.32555,4,19.0
160650002,43.809486,-111.800475,4,7.8
410432003,44.778743,-122.617048,4,3.5
550350014,44.761398,-91.413002,4,10.8
080131001,40.0128,-105.2667,4,6.4
240313001,39.114399,-77.106903,4,3.0
840120310099,30.354614,-81.547789,4,6.7
391130038,39.758235,-84.197375,4,8.6
391351001,39.83562,-84.72049,4,5.2
170434002,41.7714,-88.1522,4,9.4
000055301,45.29417,-73.3489,4,3.7
060010012,37.793624,-122.263376,4,13.0
840480131090,29.162942,-98.589126,4,9.0
124000080502,49.132333,-102.985056,4,11.0
840340170008,40.770908,-74.036218,4,4.8
360590005,40.7447,-73.5869,4,3.4
370650099,35.988278,-77.5843,4,5.0
530330057,47.559975,-122.338265,4,6.0
250036001,42.702223,-73.110414,4,5.0
340030010,40.85355,-73.9661,4,10.1
040139997,33.503601,-112.095001,4,5.0
011030011,34.5286,-86.9706,4,0.8
090092123,41.5503,-73.0442,4,12.3
410470123,44.728314,-122.182756,4,3.6
840371190048,35.281791,-80.851473,4,9.0
484790313,27.5994,-99.5333,4,4.4
361030009,40.8278,-73.0575,4,4.7
280450003,30.300917,-89.395954,4,14.0
060510005,37.962069,-119.120278,4,3.0
530750006,47.2313,-117.3685,4,7.8
060371302,33.9014,-118.205,4,17.6
300630037,47.012907,-114.224273,4,48.6
061131003,38.661239,-121.732683,4,13.0
220630002,30.315,-90.8114,4,10.9
840530230001,46.474438,-117.614764,4,7.0
840390610042,39.10492,-84.55117,4,6.6
560250100,42.82231,-106.36501,4,3.0
270370480,44.706123,-93.285803,4,13.6
000053301,46.6822,-71.9678,4,4.1
511611004,37.28342,-79.88452,4,6.7
110010051,38.894749,-76.953427,4,6.0
471192007,35.65188,-87.0096,4,7.5
000102102,49.20083,-123.99389,4,7.0
470450004,36.0528,-89.3819,4,5.5
000102602,49.261014,-124.806628,4,3.0
401430174,35.9525,-96.0033,4,14.5
295100094,38.631057,-90.281144,4,4.3
000103601,49.238008,-121.762264,4,5.3
530050003,46.204582,-119.243743,4,6.1
410630001,45.426351,-117.296066,4,5.2
311090022,40.812558,-96.675733,4,-2.0
371470006,35.641276,-77.360126,4,6.0
061030007,40.170917,-122.255667,4,19.5
060970004,38.403765,-122.818294,4,10.0
120571065,27.8928,-82.5383,4,3.0
340210005,40.283092,-74.742645,4,7.0
CC0050126,45.426509,-73.928944,4,1.8
191370002,40.970001,-95.044998,4,0.0
340171003,40.725452,-74.052292,4,6.3
171971011,41.2222,-88.1906,4,6.2
131510002,33.4347,-84.1617,4,12.6
160150001,43.823017,-115.838557,4,12.0
170650002,38.088902,-88.625,4,8.5
460710001,43.746944,-101.941109,4,7.5
300630024,46.842297,-114.020549,4,10.6
840100010003,39.155,-75.518056,4,7.8
530090017,48.115,-123.436434,4,3.4
060571001,39.3386,-120.170303,4,4.0
470090101,35.63346,-83.94158,4,5.0
840060374009,33.793713,-118.171019,4,9.0
350010029,35.0186,-106.651901,4,4.1
370570002,35.8145,-80.2627,4,9.0
060270002,37.360701,-118.330835,4,6.9
130210012,32.8031,-83.5447,4,9.4
260050003,42.767799,-86.148598,4,13.9
000055401,46.362425,-72.510042,4,4.1
190450019,41.823101,-90.211899,4,8.3
170313103,41.965,-87.8761,4,11.2
530570015,48.410198,-122.337601,4,3.4
440070022,41.807523,-71.41392,4,7.0
220550007,30.2258,-92.042801,4,2.1
060650016,33.583099,-117.072197,4,12.8
060271003,36.4878,-117.871,4,11.9
060376012,34.3833,-118.5283,4,7.1
081030006,40.086941,-108.761002,4,13.0
000052701,46.72139,-79.0997,4,3.8
CC0050131,45.539928,-73.540388,4,4.2
060090001,38.20185,-120.680277,4,8.0
530210002,46.5754,-119.0021,4,9.7
201950001,38.7703,-99.7636,4,7.8
410050102,45.28845,-121.782775,4,2.7
840191535885,41.667032,-93.599221,4,4.0
490353006,40.733501,-111.871696,4,8.7
