AQSID,Latitude,Longitude,ValidTime,PM25
421174000,41.6447,-76.9392,4,9.7
000051201,46.5544,-72.7361,4,3.2
840060199999,36.6972,-119.0189,4,6.8
211110080,38.1825,-85.5744,4,15.4
121030018,27.7858,-82.74,4,5.6
360671015,43.0528,-76.0597,4,4.7
000101202,49.24528,-122.70889,4,5.5
100031003,39.7611,-75.4919,4,13.6
191370002,40.970001,-95.044998,4,15.0
401359021,35.408138,-94.524414,4,7.0
840250170010,42.612113,-71.307519,4,3.0
000100125,49.15833,-122.90167,4,5.0
120310032,30.356111,-81.635556,4,5.4
181670018,39.485987,-87.401312,4,6.0
120230002,30.1783,-82.6192,4,5.6
261630033,42.3075,-83.15,4,14.0
040131004,33.560299,-112.066299,4,9.1
060570005,39.234402,-121.055603,4,4.0
260770008,42.2781,-85.5419,4,23.8
291893001,38.650259,-90.350463,4,8.3
840530259999,46.743414,-119.893763,4,2.1
840160810001,43.72578,-111.11225,4,9.2
360810120,40.7269,-73.8933,4,3.9
560130099,42.5275,-108.7203,4,3.0
391030004,41.0604,-81.9239,4,9.0
000054901,45.3733,-71.2514,4,3.8
261610008,42.24,-83.5997,4,12.2
530330080,47.568236,-122.308628,4,10.0
361010003,42.0972,-77.2103,4,11.2
840410390100,43.989643,-124.109312,4,4.4
390490029,40.0845,-82.81552,4,6.3
840TT1820013,46.3972,-116.8062,4,9.0
840390610042,39.10492,-84.55117,4,10.1
080131001,40.0128,-105.2667,4,6.2
390950024,41.644067,-83.54625,4,11.0
450790007,34.093899,-80.962196,4,8.3
171191007,38.7045,-90.1397,4,8.4
180890036,41.594427,-87.495044,4,16.2
500070007,44.528389,-72.868973,4,3.9
000050604,48.2344,-78.9833,4,12.5
080130003,40.164585,-105.100861,4,4.3
840240396431,38.176541,-75.701489,4,8.7
840060792020,35.259473,-120.644493,4,10.0
410290203,42.1941,-122.7086,4,9.2
800260006,31.291294,-110.951508,4,4.0
100010002,38.986672,-75.5568,4,14.4
300630037,47.012907,-114.224273,4,12.5
410430104,44.752092,-122.479672,4,6.4
360870005,41.182079,-74.028191,4,2.5
280350004,31.323995,-89.292219,4,8.6
060070008,39.76168,-121.84047,4,3.0
060571001,39.3386,-120.170303,4,5.0
090050005,41.833099,-73.303299,4,2.8
840060379035,34.7254,-118.1786,4,4.0
000103601,49.238008,-121.762264,4,4.0
483091037,31.6531,-97.0706,4,9.0
410170004,44.2921,-121.5555,4,12.3
471650007,36.2975,-86.6525,4,8.8
840410510031,45.4962,-122.4834,4,2.7
121056006,28.0294,-81.9719,4,7.7
410290201,42.229891,-122.7877,4,8.1
380070002,46.949699,-103.514397,4,10.4
124000060430,43.709444,-79.5435,4,17.0
840560010012,41.308825,-105.549137,4,1.3
160830007,42.565089,-114.494717,4,6.0
420031376,40.437431,-79.863572,4,11.7
000100304,48.441942,-123.363165,4,10.0
361030009,40.8278,-73.0575,4,2.4
840060731017,32.985442,-117.08218,4,6.9
390130006,39.9679,-80.7464,4,6.5
370350004,35.728889,-81.365556,4,4.0
011250011,33.095379,-87.481507,4,8.2
160671011,42.607817,-113.786817,4,7.0
840110010053,38.875161,-77.012816,4,9.0
360551007,43.1461,-77.5481,4,10.1
840080010010,39.8281,-104.93645,4,5.8
124000080502,49.132333,-102.985056,4,25.0
482010024,29.9011,-95.3261,4,4.0
530110011,45.6166,-122.516602,4,2.5
000061402,43.138611,-80.292639,4,13.0
840060731026,32.710177,-117.142665,4,7.2
371210004,35.912487,-82.062082,4,7.0
360550015,43.145021,-77.557608,4,6.1
840311770002,41.550658,-96.146622,4,11.0
CC0040901,45.086944,-67.073889,4,5.5
